Age,Bill_Amt1,Bill_Amt2,Bill_Amt3,Bill_Amt4,Bill_Amt5,Bill_Amt6,Education,Limit_Bal,Marriage,Pay_0,Pay_2,Pay_3,Pay_4,Pay_5,Pay_6,Pay_Amt1,Pay_Amt2,Pay_Amt3,Pay_Amt4,Pay_Amt5,Pay_Amt6,Sex
50,234205,231669,214642,207642,210375,214694,3,240000,1,0,0,0,0,0,0,10116,9150,8008,8000,8009,7714,2
41,19346,21708,22940,19068,16409,16383,2,140000,3,0,0,0,0,0,0,3000,2000,2198,1000,3000,2399,2
28,21501,20650,0,0,0,2285,1,60000,2,1,2,2,-2,-2,-1,0,0,0,0,2285,0,2
39,47174,47974,48630,50803,30789,15874,1,50000,2,0,0,0,0,0,0,1800,2000,3000,2000,2000,2000,1
27,26655,27724,28676,27990,28790,29399,2,50000,2,0,0,0,0,0,0,1800,1750,900,1200,1200,1100,2
32,3139,5853,2821,0,2821,0,1,180000,2,-1,-1,2,2,-1,-1,2821,0,0,2821,0,176,2
40,142,215,139,19,19,79,1,30000,2,-1,-1,2,2,2,2,355,120,0,0,60,60,2
40,19816,20396,20102,19575,0,0,2,20000,2,0,0,0,0,0,-2,1601,2203,2114,0,0,0,2
75,52874,1631,1536,1010,5572,794,2,250000,1,0,-1,-1,-1,-1,-1,1631,1536,1010,5572,794,1184,2
27,37767,34457,30036,30337,30997,32904,2,100000,2,0,0,0,0,0,0,1788,1799,1100,1150,2423,0,2
25,46140,45781,48139,51137,39450,25358,1,330000,2,0,0,0,0,2,0,2504,4007,5056,74,1023,2566,1
46,35713,15392,16099,16418,16765,17484,3,50000,1,0,0,0,0,0,0,1561,1268,587,611,1000,2000,1
26,50867,51486,48869,30115,29527,29998,2,50000,2,1,2,2,0,0,0,1710,136,1206,2002,2005,3003,2
28,29242,29507,29155,25255,22001,0,2,30000,2,0,0,0,0,0,0,5006,1244,851,955,0,0,1
26,101551,105246,104781,105334,107699,106828,2,140000,2,0,0,0,0,0,0,5366,5087,3605,3894,3785,3304,2
28,70243,47779,28052,7222,99669,84426,1,160000,2,0,0,0,0,-1,0,7042,2000,1000,99669,12600,10000,2
29,19532,3719,1453,4944,1896,2486,2,400000,2,-1,0,-1,-1,-1,-1,3127,1469,4968,1905,2494,862,2
25,27699,28513,29341,29928,29533,28538,2,50000,1,0,0,0,0,0,0,1565,1393,980,994,1024,886,1
48,1154,1233,862,1355,1130,21361,2,140000,1,0,-1,-1,-1,-1,-1,1233,1075,1355,1130,21361,1347,2
33,8015,2453,9624,52572,7333,2210,2,160000,1,-1,-1,-1,-1,0,-1,2453,9880,52572,1546,2210,0,2
43,62170,0,0,0,0,0,3,100000,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2
48,210380,213522,201852,169115,172169,162402,1,220000,1,2,0,0,0,0,0,10000,9020,6000,5500,6000,5500,1
29,78331,99414,107686,103776,87265,36739,1,510000,2,0,0,0,0,0,0,40010,20094,5000,5001,25365,65000,2
29,49276,35100,32563,27823,29130,28309,2,50000,2,0,0,0,0,0,0,1602,1400,3000,3130,1062,6318,1
38,4473,4664,5969,18941,16578,12652,1,160000,1,-1,-1,-1,-1,2,-1,4664,5969,18941,0,12652,1916,2
37,2283,50815,0,0,299,338,1,230000,2,-2,-2,-2,-2,-2,-2,51315,0,0,299,338,0,2
37,10115,249,5986,188,1644,16872,1,80000,2,-1,-1,-1,-1,-1,-1,258,5995,188,1644,16872,4000,2
25,6156,0,0,316,316,316,2,150000,1,-1,-1,-2,-1,-1,-1,0,0,316,316,316,316,2
23,6974,7838,9002,9182,9729,9411,3,10000,2,0,0,0,0,0,2,1134,1298,478,847,0,175,1
49,89003,91362,72197,49654,28065,27500,3,130000,2,0,0,0,0,0,0,4100,3095,1630,561,600,0,2
48,34871,34449,33634,34586,34762,35673,1,40000,2,0,0,0,0,0,0,1600,1600,1500,1500,1500,1500,2
27,13694,14880,14242,13968,14319,2614,2,50000,2,3,2,2,0,0,-1,1700,0,426,501,2614,1390,1
32,70003,31545,20974,19713,19848,18126,3,100000,2,0,0,0,0,0,0,2035,2004,616,2007,1009,2015,1
34,1082,632,1350,900,450,0,1,120000,1,-1,2,-1,0,0,0,0,1350,0,0,0,450,1
58,0,0,0,0,0,0,1,260000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
33,11253,12852,14024,14512,16325,11905,2,200000,2,0,0,0,0,0,0,2000,1322,2000,2000,1200,3000,2
28,0,0,0,0,0,0,2,360000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
36,68699,69120,68376,30163,14310,15085,2,70000,2,0,0,0,0,0,0,4483,12496,3268,3000,3000,2000,2
40,171,2715,-13,2641,-10,22535,1,460000,1,2,-1,-1,-1,-1,-1,2728,0,2654,0,22545,0,1
26,1156,316,316,316,316,316,1,50000,2,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,2
33,50859,50462,50654,20046,20067,19703,3,50000,1,0,0,0,0,0,0,2007,2199,691,707,703,697,1
31,103109,102594,97109,99029,100871,101299,2,250000,1,0,0,0,0,0,0,4000,4500,5000,4000,5000,4400,2
27,1512,2458,664,1814,0,0,1,30000,2,0,0,-1,0,0,-2,1000,664,1500,0,0,0,2
44,127543,109189,92630,69669,44149,43414,2,270000,1,0,0,0,0,-1,-1,10063,5162,10150,44299,43509,31031,1
30,163935,153152,147032,122196,103692,70204,3,180000,2,0,0,0,0,0,0,7722,6091,3563,3605,3000,3211,2
28,53494,52656,52600,52336,55831,56265,1,100000,2,0,0,0,0,0,0,4173,3000,2025,5000,3000,3000,2
32,195126,88743,92195,94814,98182,98457,3,230000,1,0,0,0,0,0,0,5000,5000,5000,5000,4000,5000,2
46,110346,41986,21874,20076,16171,586,1,210000,1,-1,-1,-1,-1,-1,-1,41986,21874,20076,16171,586,19777,2
38,60502,62804,62769,62683,63663,46549,1,210000,2,2,0,0,0,0,0,3276,2026,2000,2000,2000,2502,1
46,180641,181557,149944,113135,105280,97622,2,440000,1,0,0,0,0,0,0,8610,6907,3727,3800,4001,2701,2
25,70896,71678,70125,69856,69718,51365,2,100000,2,2,0,0,0,0,0,3472,2092,2000,2127,1960,1559,2
46,8751,9900,10605,10765,11765,4311,2,240000,1,0,0,0,0,0,0,1295,1000,1000,1000,1000,1000,2
33,898,898,325,898,325,-339603,1,280000,2,-1,-1,-1,-1,-1,-1,898,325,898,325,0,345293,1
22,0,0,0,0,0,0,2,50000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
43,1700,2610,1914,2182,2000,2566,2,30000,1,3,2,2,2,2,2,1100,0,300,0,600,0,1
27,7015,10227,9560,9901,9963,10182,2,10000,2,0,0,2,0,0,0,3507,0,500,370,393,700,1
29,0,0,0,0,0,0,1,130000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,1500,1
31,194353,197344,186292,133345,133634,133990,1,200000,2,0,0,0,0,0,0,9000,7465,4715,4804,5141,5300,1
29,1686,657,2179,1423,0,1820,2,120000,1,-1,-1,-1,-1,-1,-1,657,2319,1423,0,1820,2496,2
36,143225,142996,144415,148190,147993,131629,2,210000,1,0,0,0,0,0,0,6483,5082,6000,5900,4544,4700,2
36,58983,60788,63225,29701,30172,30771,1,280000,1,0,0,0,0,0,0,2755,3463,1300,1100,1100,2000,2
34,0,0,13001,12601,19595,203,1,300000,2,1,-2,-1,0,-1,-1,0,13001,0,19595,203,0,1
37,99209,98222,67185,66926,66796,64513,2,100000,2,0,0,0,0,0,0,3490,2332,2314,2365,2497,2305,1
36,0,0,0,0,0,0,1,440000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,162000,0,2
40,49941,51213,12104,12898,13687,14458,3,50000,1,0,0,0,0,0,0,2400,1206,1000,1000,1000,1000,2
25,11968,14564,27820,15824,15761,12510,1,20000,2,0,0,2,0,0,0,2800,0,4000,1700,1000,2000,2
27,871,665,960,4242,4084,7414,1,200000,2,-1,-1,-1,0,0,0,665,960,3908,1014,3500,2880,2
26,432,3220,5704,1256,1848,400,2,110000,2,-2,-2,-2,-2,-2,-2,3220,5904,0,3000,0,0,2
36,10483,23956,0,8500,4590,0,2,500000,1,-1,-1,-1,-1,-1,-1,23962,0,8500,4590,0,0,2
27,0,5215,0,0,0,0,2,300000,1,1,-1,-1,-2,-2,-2,5215,0,0,0,0,0,2
55,9720,10613,11339,12841,13836,14514,3,30000,1,2,2,2,3,3,4,1200,1200,2000,1500,1500,1500,1
27,20847,13801,14366,4889,273,11736,1,60000,2,-1,-1,-1,-1,-1,-1,13809,14583,4889,273,13557,0,2
38,3697,3600,1354,5322,5103,2077,2,400000,1,-1,0,-1,-1,0,-1,1000,1354,5322,6,2386,9085,2
34,143301,146333,147042,127814,130331,132845,2,180000,1,0,0,0,0,0,0,7000,5000,5000,4900,5000,5100,2
40,10934,13738,16567,10411,13057,14340,1,20000,2,0,0,0,2,0,0,3000,3100,0,3000,1500,0,1
49,52439,51040,56205,54723,58657,59983,3,200000,1,-1,2,2,2,0,0,0,6000,0,5000,2286,3000,2
27,55734,52557,33415,28776,17580,6441,1,100000,2,0,0,0,0,0,0,1631,1286,200,645,909,200,1
23,49507,33282,34312,17277,17808,19346,2,60000,2,0,0,0,0,0,0,1970,2000,618,809,2000,616,1
36,47819,48947,50330,50894,52175,53652,2,110000,2,0,0,0,0,0,0,2200,2500,2000,2100,2500,2200,2
53,0,165,526,452,397,485,3,260000,1,1,-1,-1,-2,-2,-1,165,526,452,397,485,459,2
46,48522,50955,29516,29742,29898,24883,3,50000,1,3,2,2,0,0,0,3754,1,1070,1030,863,654,2
29,-2,-2,-2,-2,-2,-2,2,180000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
29,58362,56598,51908,48647,47862,47969,2,110000,2,1,2,2,0,0,0,2500,0,2000,2000,1854,2000,1
27,172180,180140,166281,155628,145645,103263,1,340000,2,0,0,0,0,0,0,21105,5461,5000,5849,2732,50000,2
24,1399,2441,3865,7476,8384,8085,2,50000,2,-1,0,0,0,0,0,1070,1500,3666,2477,1306,1000,1
28,26361,18826,1100,2100,767,6173,2,230000,1,0,0,0,-2,-1,-1,1710,1100,1000,767,6173,1000,2
32,93029,94054,91834,95631,100123,100738,2,360000,2,0,0,0,0,0,0,10000,7000,10000,10000,10000,10000,2
43,0,0,38013,40555,45075,37056,2,210000,2,1,-2,-1,0,0,0,0,38013,3000,5000,3000,3000,1
41,650,650,325,950,475,325,2,220000,1,-1,2,2,-1,2,-1,325,0,950,0,325,325,2
34,24898,27976,27233,30184,29566,30225,2,60000,1,2,2,2,2,2,0,3800,0,3720,0,1300,1291,2
55,50396,44665,8300,2190,24599,7416,2,340000,1,-2,-1,-1,-2,-2,-2,44665,8321,2190,24599,7416,77195,1
40,99855,102586,100064,104975,107147,109428,1,150000,1,2,2,2,2,2,2,5200,0,8100,4000,4200,4200,1
37,-179,505,189,6773,23209,16893,2,200000,1,1,-1,2,-1,-1,-1,1000,0,6900,24000,17000,2500,2
40,9559,12394,11883,9826,10167,12685,2,130000,2,0,0,2,0,0,0,3000,0,500,500,2700,500,2
28,10540,10232,11237,11427,20973,31857,1,60000,2,1,2,0,0,0,0,0,1483,673,10000,11540,7000,2
43,0,0,0,0,1600,78388,2,400000,1,1,-2,-2,-2,-1,-1,0,0,0,1600,78388,0,2
27,20571,19089,19658,19453,19108,18868,1,20000,2,0,0,0,0,0,0,1323,1600,830,700,674,376,1
28,143464,146943,151905,153538,156664,160361,1,190000,2,0,0,0,0,0,0,5795,7408,5645,5753,6370,5865,2
30,156882,160246,159988,158114,158762,159108,1,260000,2,0,0,0,0,0,0,10000,8000,6000,7000,7000,6000,2
31,390,0,0,0,0,0,2,140000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
31,46512,47716,49675,30929,30078,29170,2,50000,1,0,0,0,0,0,0,1974,4406,1061,1073,1046,1047,2
34,882,6531,6313,1100,1330,830,1,120000,2,-1,-1,0,-1,-1,-1,6900,5037,1100,1330,3800,2037,2
30,92,92,92,0,92,0,2,240000,2,-2,-2,-2,-2,-2,-2,92,92,0,92,0,1883,2
36,5916,6172,4123,680,978,978,2,50000,2,0,0,0,0,-1,0,1212,1200,0,978,0,0,1
29,2393,183,4847,20183,24815,24248,1,200000,2,-1,2,-1,-1,-1,2,0,4872,20183,5000,0,1000,2
39,274731,281713,242063,122295,-1005,1005,1,180000,1,0,0,-1,0,0,-1,11000,145000,26000,0,101005,1898,1
26,145403,138232,130553,105894,108248,106517,1,180000,2,0,0,0,0,0,0,5440,5051,3835,4106,4250,4028,2
29,3097,-707,-2697,2303,6182,1654,1,160000,2,-1,-1,-2,-1,0,0,0,0,5000,5000,1500,13000,2
26,1370,4192,4159,3542,1980,3980,2,100000,2,-1,-1,-1,0,0,0,4210,4159,1000,1080,2000,1525,2
29,47081,49316,50409,45545,39963,41145,2,50000,2,0,0,0,0,0,0,3000,2000,2000,2000,2000,2000,2
31,138119,137950,140254,139679,141748,142174,2,140000,2,0,0,0,0,0,0,6600,6500,5100,5300,6000,5000,2
26,17893,19012,20123,20222,20796,19844,2,30000,2,0,0,0,0,0,0,1411,1522,621,795,715,1000,2
26,39128,20473,1940,1940,0,23101,1,90000,2,0,0,-1,0,0,-1,1541,4200,0,0,23101,3000,1
36,-14386,-13543,3432,-3684,0,1386,1,200000,1,1,-2,-1,-1,-2,-1,10118,47015,0,4000,100000,10000,1
30,0,0,0,0,0,0,1,380000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
43,77057,78102,58501,51042,19036,19414,2,80000,2,0,0,0,0,0,0,3177,2600,3000,1691,695,882,2
58,15899,18720,18122,18530,19089,18856,3,50000,1,2,2,2,0,0,2,3400,0,1000,1001,634,638,1
45,27679,28422,29650,29981,30419,31127,2,180000,1,-1,0,0,0,0,0,1481,2000,1100,1200,1500,1500,1
26,141315,128940,124226,113133,113966,103360,2,240000,2,0,0,0,0,0,0,6349,5834,3870,4000,3825,3520,2
34,194314,179206,193992,174675,171253,169121,2,380000,2,0,0,0,0,0,0,9010,35000,5000,6000,5000,4400,1
24,83755,77431,79044,80631,82333,84462,4,110000,2,0,0,0,0,0,0,3000,2900,2900,3000,3500,4000,2
34,49657,291,51058,2351,34039,291,1,260000,1,-1,-1,-1,-1,-1,-1,291,51058,35696,34039,291,291,1
23,507726,509229,499936,505507,484612,419643,2,500000,2,4,3,2,0,0,0,10000,0,14000,16500,16000,19000,2
30,71305,71151,72029,72849,74374,74610,2,320000,2,0,0,0,0,0,0,2589,2568,2570,2661,2781,2500,2
32,45734,44741,43562,44039,45008,25775,2,50000,2,4,3,2,0,0,0,0,0,1262,1358,1275,1590,1
40,0,0,2066,2000,216,216,1,110000,1,1,-2,-1,0,-1,-1,0,2066,0,216,216,66,1
35,761,300,399,665,576,613,1,230000,2,-2,-2,-2,-2,-2,-2,300,399,665,576,613,520,2
56,-9,1520,1488,0,3965,8676,2,330000,1,1,-1,-1,-2,-1,-1,1529,1507,0,3965,8676,384,2
61,47166,49396,50476,23319,23171,24774,2,50000,1,0,0,0,0,0,0,3000,2237,975,1000,2000,1039,2
24,2887,1923,2989,2813,2008,2132,2,10000,2,-1,2,2,2,0,0,0,1500,0,0,150,0,1
40,0,0,0,0,0,0,1,300000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
32,20631,20010,19703,11084,10918,10985,2,20000,1,3,2,0,0,0,0,0,1168,384,390,632,616,2
36,83538,0,0,0,0,0,2,180000,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,1
30,99,2977,15086,8578,13028,21712,1,160000,2,-1,-1,-1,-1,-1,-1,2977,15086,9123,13028,29712,50000,1
34,34302,35089,43449,42451,49718,48767,1,90000,2,0,0,0,2,2,2,1640,9000,0,8000,0,2000,2
54,22987,22298,22352,23221,24339,25943,3,30000,3,0,0,0,0,0,0,2500,2000,1500,4000,2000,0,1
46,173267,174590,175233,106288,28089,178719,1,180000,1,0,0,0,0,0,0,8100,5299,3305,5040,160719,7000,1
58,19143,20168,21229,21495,21800,22437,3,30000,1,0,0,0,0,0,0,1640,1700,915,800,1000,1961,1
43,20518,19901,20905,21509,25183,24242,2,30000,1,1,2,0,0,0,2,0,1342,946,4200,0,1000,1
28,10833,14446,7609,4991,3400,3745,1,140000,2,-1,0,0,-1,-1,-1,14000,3855,4991,3600,5500,4000,2
30,69937,71906,43308,44584,47842,49888,1,210000,2,0,0,0,0,0,0,3500,3000,2000,4000,3000,10000,1
31,20526,15129,15093,9577,11139,12487,2,50000,2,0,0,0,0,0,0,2000,3000,327,3000,3000,5000,1
29,89055,90780,70947,72367,73875,75355,2,130000,2,0,0,0,0,0,0,4200,2575,2600,2674,2701,5750,2
37,1894,3200,3381,3559,1948,2415,2,50000,1,2,2,2,0,0,0,1500,400,200,500,500,400,2
36,100594,78372,91502,90859,88616,88450,3,140000,1,0,0,0,0,0,0,3000,30000,4000,4000,3400,3300,1
28,2948,3848,5646,5464,5577,5889,2,170000,2,-1,0,0,2,0,0,1105,1903,0,296,500,95,2
25,22619,31429,27923,25280,0,0,2,80000,2,0,0,0,0,0,-2,10010,1209,579,0,0,6305,1
42,338106,342904,344464,240865,234939,240176,5,410000,1,0,0,0,0,0,0,15000,14000,9000,8500,9000,8300,2
29,0,80000,0,0,0,0,1,80000,2,1,-1,-1,-2,-2,-2,80000,0,0,0,0,0,2
73,63144,65631,68875,70646,72870,75018,3,80000,1,-1,0,0,2,2,2,3500,4330,3500,3500,3500,5100,1
43,153249,154049,156523,159653,162866,157759,2,150000,1,0,0,0,0,0,0,7900,6500,5700,5700,5700,5334,1
30,1131,291,582,291,0,291,1,260000,1,-1,-1,-1,0,0,-1,291,582,0,0,130291,651,1
38,0,0,0,0,0,0,1,350000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
39,-1312,35918,37297,37154,32581,33316,2,280000,1,1,-1,0,0,0,0,38621,2000,1130,922,1011,5000,2
44,103797,91989,87720,76218,72090,71620,2,310000,1,0,0,0,0,0,0,4400,4013,3011,3000,3001,2653,1
29,20110,17102,18862,19996,21214,21085,2,140000,2,0,0,0,0,0,0,3000,3000,3000,3500,2000,2000,2
51,38000,25000,0,0,0,0,1,360000,1,-1,-1,-1,-2,-2,-2,25000,0,0,0,0,0,1
27,142428,144105,143952,142590,142650,142620,1,140000,2,0,0,0,0,0,0,10000,10000,6000,6000,6000,5600,2
38,40810,42653,42351,43011,43011,28947,1,100000,2,0,0,0,0,0,0,2502,1200,860,0,579,0,1
22,0,0,0,848,0,632,2,50000,2,-2,-2,-2,-2,-2,-2,0,0,848,0,632,0,2
30,104701,106134,108423,91143,82733,74125,2,210000,1,0,0,0,0,0,0,4002,5000,3500,3000,2700,5000,2
25,120298,120822,109887,116313,119311,117167,2,120000,2,2,2,2,2,2,2,4007,0,8272,5000,0,4400,2
29,156362,132280,99174,65372,28797,184922,1,240000,2,0,0,0,0,0,-1,5233,3289,2072,3018,184922,6100,1
42,41322,29091,28097,28665,28768,29064,3,60000,3,0,0,0,0,0,0,1488,1394,962,1500,2541,2000,2
41,1464,2084,384,0,2344,822,1,150000,2,-1,-1,-1,-1,-1,2,2091,384,0,2344,0,472,1
48,27879,28870,27806,25142,25667,26179,2,30000,1,0,0,0,0,0,0,1774,1710,1046,1079,1089,2244,1
29,160432,163916,159676,166893,170098,153800,1,160000,2,2,2,2,2,2,2,7500,0,11558,5800,0,5654,2
52,3858,2690,3410,0,0,82150,1,200000,1,-2,-2,-2,-2,-2,-2,2690,3487,0,0,85900,396,1
25,26476,21393,0,0,0,0,2,120000,1,0,0,0,-2,-2,-2,6000,0,0,0,0,0,2
37,507062,491956,430637,376657,356636,303510,1,500000,1,1,2,0,0,0,0,325,15296,12137,12312,14113,10526,1
27,55607,62893,59001,61565,59508,66541,1,320000,2,0,0,0,0,0,0,11404,8232,10450,9697,16477,11341,2
31,168382,175646,180650,182672,168399,167983,1,280000,2,0,0,0,0,0,0,10000,8000,6371,6217,5947,6288,1
23,29332,28577,30805,31601,32349,32965,1,60000,2,1,2,2,2,2,2,0,2709,1600,1400,1300,1200,2
38,190,0,0,367,-150,-150,1,200000,1,-1,-1,-2,-1,-1,-2,0,0,367,150,0,0,2
32,0,0,2809,4595,792,3404,1,230000,1,1,-2,-1,-1,-1,-1,0,2809,4606,792,3404,0,2
27,13668,12647,13135,10596,9218,5068,2,230000,2,1,2,0,0,0,0,0,1064,423,313,1000,4641,2
41,14867,26665,199960,9033,19371,22593,3,480000,1,-2,-2,-2,-2,-2,-2,26734,199982,9033,19371,22593,2000,2
35,22500,5000,0,0,0,0,3,50000,1,-1,-1,-1,-2,-2,-2,5000,0,0,0,0,640,2
31,7184,14845,1097,0,0,160,1,200000,2,-2,-2,-2,-2,-2,-2,17507,1102,0,0,160,1103,2
30,14811,16262,17286,17895,19450,18990,1,50000,2,0,0,0,0,0,2,2000,1600,1200,2000,0,1000,2
48,44338,43048,35639,18753,19091,19548,2,50000,1,0,0,0,0,0,0,3629,3332,2000,2000,2000,2500,1
36,0,0,0,0,0,0,1,260000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2
24,25265,26354,27710,27959,30002,29371,1,30000,2,2,0,0,0,0,2,1500,1800,1007,2500,0,1800,1
29,169661,167199,158520,156977,157963,151936,1,440000,2,0,0,0,0,0,0,8071,9021,7013,6013,6028,6010,2
38,10237,2795,1350,371,2980,0,2,230000,2,-1,-1,-1,-1,-1,-1,2795,1350,371,2980,0,2213,2
38,104978,105924,102663,97090,98045,105253,2,200000,1,2,2,2,0,0,0,4500,0,3500,3500,9000,0,1
30,192586,197967,201666,205798,196698,190306,2,490000,1,0,0,0,0,0,0,10000,7143,7306,6303,6429,6000,2
32,11262,0,0,0,0,0,2,80000,1,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2
49,9551,12081,13087,12583,15327,16414,3,20000,2,2,2,2,2,0,0,3000,1500,0,3123,1500,1000,2
31,199,199,199,398,199,199,1,170000,2,-1,-1,-1,-1,0,-1,199,199,398,0,199,398,2
27,70119,68536,66601,29401,28949,29795,1,70000,2,0,0,0,0,0,0,3600,1646,600,28468,1327,1000,1
33,212601,177946,119362,117766,68791,66167,2,210000,2,0,0,0,0,0,0,6000,4500,5000,3000,3000,3000,2
25,91894,71732,73241,74424,76070,77648,2,90000,2,0,0,0,0,0,0,3200,3300,3000,3001,3000,3100,2
27,304867,299998,300426,292869,292885,281826,1,390000,2,0,0,0,0,0,0,13007,10612,10041,11000,10512,7000,2
29,48123,49537,50422,50990,52014,53206,1,110000,2,0,0,0,0,0,0,2500,2500,2000,2000,2057,2500,2
36,159760,162189,166127,169365,168755,167964,1,580000,1,0,0,0,0,0,0,6422,6565,5951,6006,5894,5946,2
55,9210,8485,17231,1770,0,0,3,360000,1,0,0,-1,-1,-1,-2,6015,17454,1775,0,0,0,1
32,234752,233036,229286,217644,223690,221413,2,270000,1,1,2,2,2,2,2,10000,8000,0,16000,8000,0,2
27,14072,0,0,300,150,150,1,60000,2,-1,-1,-2,-1,2,-1,0,0,300,0,150,200,2
37,61807,62499,62162,60605,60272,60145,3,110000,1,0,0,0,0,0,0,2300,2200,2300,2200,2300,2300,1
25,51044,50231,46677,44982,21399,20859,1,50000,1,0,0,0,0,0,0,2500,3008,1000,761,800,704,2
23,77024,73281,57806,37642,46235,47110,1,80000,2,0,0,0,0,0,0,3212,1600,956,40000,1800,1700,2
23,350,350,400,1695,12645,12584,2,50000,2,-1,-1,-1,-1,0,0,350,400,1695,11300,485,2400,1
32,83831,85586,87289,91451,93381,89522,1,100000,2,0,0,0,0,2,2,4000,4037,6500,3500,0,3200,1
26,0,0,945,0,197,2995,1,30000,2,1,-2,-1,-1,-1,-1,0,945,0,197,2995,0,2
27,122923,124653,126355,114881,117213,124793,1,200000,2,0,0,0,0,0,0,5704,5930,4000,4003,10033,4400,2
44,246135,231443,234557,200643,194410,198857,1,240000,2,0,0,0,0,0,0,12026,9010,7400,8000,8000,7000,1
34,37304,33304,29254,24875,20329,15602,2,220000,2,0,0,0,0,0,0,1600,1500,1100,1000,600,500,1
28,146433,107604,89902,90983,82255,83988,1,160000,2,0,0,0,0,0,0,4500,4400,3000,2400,2500,2500,2
53,46122,1260,29366,5400,0,1599,1,180000,1,-1,-1,-1,0,0,-1,1260,29366,54,0,1599,0,2
42,38564,38246,32253,30384,30900,0,4,200000,1,0,0,0,0,0,0,5000,1485,1956,1500,0,2102,1
30,96304,98007,82227,65000,60848,58880,3,140000,1,0,0,0,2,0,0,4505,12906,0,2210,2300,5200,2
51,0,0,0,0,0,0,1,380000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
53,467150,458862,469703,447130,440982,434715,1,600000,1,2,2,0,0,0,0,0,18000,16000,16000,21000,20000,1
37,255691,262736,36638,122388,127402,131074,2,260000,2,0,0,0,-1,0,0,14000,5022,130000,7000,6000,6000,1
26,156786,179,1443,1443,1443,871,1,200000,2,0,0,-2,-2,-2,-2,179,1443,1443,1443,871,2015,2
42,78129,28202,78553,49340,48919,48443,2,80000,2,0,0,0,0,0,0,2500,51432,1800,1800,1800,1700,1
39,40034,36549,17431,15031,10600,5315,2,40000,2,0,0,0,0,0,-1,2027,1207,301,212,5315,4987,1
39,71034,69329,74175,72383,77217,75820,3,130000,2,1,2,2,2,2,2,0,6000,0,6000,0,6000,1
32,23974,24131,25326,25775,0,0,1,50000,2,-1,0,0,0,0,-2,1800,1900,1300,0,0,0,1
41,819,18163,5473,8162,6985,9130,2,230000,1,-1,-1,-1,-1,-1,-1,18163,5654,12887,6985,9130,6554,2
48,50927,39883,32017,17630,9730,6400,2,70000,1,0,0,0,0,0,-1,2100,1217,500,0,6400,4590,1
38,152510,151651,159019,123022,126075,126219,2,180000,1,0,0,0,0,0,0,5657,10372,5000,5000,5000,5000,2
36,1689,8638,5702,2980,1260,7868,2,80000,1,-1,-1,-1,-1,-1,-1,8638,5723,2980,1260,7868,2198,2
26,20807,99860,100000,3015,23473,1448,2,290000,2,0,0,0,-1,-1,0,80000,3000,3015,23473,1148,4900,2
28,30141,131255,110503,99283,97599,96116,1,230000,2,0,0,0,0,0,0,120093,8034,3013,4010,5882,3000,2
56,0,0,1991,0,0,150,3,170000,3,1,-2,-1,-1,-2,-1,0,1991,0,0,150,614,2
59,208459,206331,203813,201331,198999,191671,1,230000,1,-1,0,0,0,0,0,7536,7277,7100,7120,6844,6945,1
38,212795,211043,212759,218541,167743,165300,1,220000,2,0,0,0,0,0,0,8909,7500,9000,6729,6000,7009,1
32,28114,28006,25000,22046,19860,19831,2,230000,2,0,0,0,0,0,0,1610,1224,655,627,620,500,1
38,59372,49677,49515,42568,48268,51481,2,500000,1,0,0,0,-1,0,0,10026,7241,50091,25000,5078,2132,1
41,6160,3274,6190,307,2870,670,1,90000,1,-1,-1,-1,-1,-1,-1,3276,6246,307,2870,670,1362,2
35,355215,363325,373181,252195,257496,263018,3,390000,2,0,0,0,0,0,0,13802,16525,8893,9229,10000,9435,2
41,366193,372700,375948,195991,152127,155182,2,400000,2,0,0,0,0,0,0,14020,13595,6243,6007,6061,6012,2
34,2927,2790,1140,2144,1180,1382,2,180000,1,-1,-1,-1,-1,-1,-1,2790,1140,2144,1180,1382,2440,1
38,29295,30321,31018,32193,34213,35002,3,60000,1,1,2,2,0,0,2,1800,1500,2000,2700,1500,0,1
32,4158,2682,0,6440,0,5930,2,120000,1,-1,-1,-1,-1,-1,-1,2682,0,6440,0,5930,5120,2
29,27199,28358,28937,29614,30391,23159,2,60000,2,0,0,0,0,0,0,1900,1400,1000,1100,1000,420,2
44,50893,28527,29241,28513,29106,29638,1,50000,2,0,0,0,0,0,0,1800,1500,1200,1203,1166,1000,1
